gene_symbol,corr,corrpval,type,corrpadj
SLC12A9,-0.4714574898785425,0.0027163492097410378,qVal,0.049654396937574494
SLC9A3R1,-0.4573170731707318,0.0029102861240220906,qVal,0.049773638729472866
SRGAP2,-0.5718582887700535,6.32249702501732e-4,qVal,0.02234861131604218
STRN4,-0.5613508442776735,2.1086398874496117e-4,qVal,0.013745887266301961
STUB1,-0.4973684210526316,0.0014608165493141681,qVal,0.03754715907894359
TALDO1,-0.4845898530109056,0.0026503598168860984,qVal,0.049239449008885675
TMEM179B,-0.5095238095238096,0.002023754763956057,qVal,0.04484162033632681
TMEM208,-0.4815625341941131,0.002466480099719506,qVal,0.049239449008885675
TNFRSF6B,-0.5051092085361442,8.867200953004429e-4,qVal,0.028286999919584343
TOR3A,-0.4983404457088667,0.001927332640037538,qVal,0.04321323560408053
TPT1,-0.4714574898785425,0.0027163492097410378,qVal,0.049654396937574494
UQCR11,-0.5002370791844476,0.0018427061189066852,qVal,0.04275388178847869
ZFAND2B,-0.5140283140283141,0.0015508452273246443,qVal,0.038670824111417285
